0.505319	0.2	0.113695	0.228261	0.281259	0.690476	1	0	chevrolet cavalier	0.428431
0.585106	0.2	0.113695	0.211957	0.272753	0.488095	1	0	pontiac j2000 se hatchback	0.482896
0.651596	0.2	0.077519	0.201087	0.13099	0.470238	0.583333	0	dodge colt m/m	0.480366
0.558511	0.2	0.05168	0.163043	0.128154	0.386905	0.083333	0.5	fiat 124b	0.494985
0.452128	0.2	0.136951	0.36413	0.17607	0.267857	0	0.5	bmw 2002	0.424442
0.132979	1	0.857881	0.701087	0.808336	0.208333	0.083333	0	pontiac catalina brougham	0.094247
0.398936	0.2	0.186047	0.25	0.354976	0.5	1	0	ford fairmont futura	0.446344
0.37766	0.2	0.22739	0.320652	0.320953	0.517857	0.666667	0	plymouth sapporo	0.387255
0.332447	0.6	0.421189	0.375	0.462716	0.440476	0.75	0	pontiac lemans v6	0.347593
0.37234	0.2	0.121447	0.266304	0.306493	0.416667	0.416667	0.5	audi 100ls	0.282263
0.667553	0.2	0.046512	0.103261	0.102637	0.428571	0.75	1	maxda glc deluxe	0.660555
0.37234	0.2	0.134367	0.277174	0.25319	0.386905	0.166667	1	toyouta corona mark ii (sw)	0.479288
0.946809	0.2	0.059432	0.11413	0.067196	0.345238	0.833333	1	honda civic 1500 gl	0.700737
0.452128	0.2	0.072351	0.125	0.163312	0.595238	0.166667	0.5	renault 12 (sw)	0.466113
0.664894	0.2	0.103359	0.130435	0.179189	0.529762	1	1	toyota corolla	0.616093
0.079787	1	0.728682	0.619565	0.806067	0.327381	0.166667	0	oldsmobile delta 88 royale	0.092977
0.132979	1	0.645995	0.565217	0.743975	0.386905	0.25	0	plymouth fury gran sedan	0.122751
0.239362	0.6	0.26615	0.277174	0.388716	0.386905	0.416667	0	ford pinto	0.286135
0.159574	1	0.832041	0.782609	0.63425	0.029762	0	0	amc ambassador dpl	0.148387
0.412234	0.2	0.21447	0.228261	0.319535	0.47619	0.583333	0	pontiac sunbird coupe	0.42111
0.297872	0.6	0.341085	0.228261	0.410264	0.541667	0.916667	0	ford granada gl	0.413818
0.553191	0.2	0.170543	0.23913	0.311313	0.446429	0.833333	1	toyota corona liftback	0.556629
